bestfoodyn,etc,foodCost,foodMaterial,foodNm,lsttmAltrDttm,premiumyn,recommendyn,routeCd,routeNm,seasonMenu,seq,stdRestCd,stdRestNm,svarAddr
N,,4000,,ex라면,2024-05-07,N,N,10,경부선,4,5996,9,안성(부산)휴게소,경기 안성시 원곡면경부고속도로 365
N,,9000,,병천순대국밥,2024-05-07,N,N,10,경부선,4,6684,9,안성(부산)휴게소,경기 안성시 원곡면경부고속도로 365
N,,10000,,소불고기덮밥,2024-05-07,N,N,10,경부선,4,6687,9,안성(부산)휴게소,경기 안성시 원곡면경부고속도로 365
N,,9500,,매콤제육덮밥,2024-05-07,N,N,10,경부선,4,12646,9,안성(부산)휴게소,경기 안성시 원곡면경부고속도로 365
N,,10000,,꼬시래기등심돈가스,2024-05-07,N,Y,10,경부선,4,12647,9,안성(부산)휴게소,경기 안성시 원곡면경부고속도로 365
N,,13000,,먹물치즈돈가스,2024-05-07,N,N,10,경부선,4,12648,9,안성(부산)휴게소,경기 안성시 원곡면경부고속도로 365
N,,13000,,비파고구마치즈돈가스,2024-05-07,N,N,10,경부선,4,12649,9,안성(부산)휴게소,경기 안성시 원곡면경부고속도로 365
N,,12000,,매생이생선가스,2024-05-07,N,N,10,경부선,4,12650,9,안성(부산)휴게소,경기 안성시 원곡면경부고속도로 365
N,,7000,,콩나물황태국,2024-05-07,N,N,10,경부선,4,12651,9,안성(부산)휴게소,경기 안성시 원곡면경부고속도로 365
N,,13000,,한우불고기덮밥,2024-05-07,N,N,10,경부선,4,12652,9,안성(부산)휴게소,경기 안성시 원곡면경부고속도로 365
Y,김치와 흑돼지의 진한 향기가 어우러져 얼큰하고 깊은 맛을 자랑하는 흑돼지 김치찌개,8500,"흑돼지(90g), 김치(160g), 판두부(30g), 깐대파(5g), 고춧가루(5g)
 
다시다(3g), 팽이버섯(3g)",흑돼지김치찌개,2024-05-07,N,N,10,경부선,4,1241,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"공기밥+신라면
한끼식사",5500,신라면. 공기밥. 계란. 대파.,계란라면정식,2024-05-07,N,Y,10,경부선,4,1248,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"휴게소 대표 음식 
유부우동  깔끔한 국물맛이 좋음",6000,우동면 건더기 스프 10g 유부 50g 게맛살 10g 쑥갓 5g,유부우동,2024-05-07,N,N,10,경부선,4,3518,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"순두부와 해물이 잘어울림
국물의 맛도 시원함",8500,순두부200g 바지락 20g 오징어 15g 쥬키니 호박 25g 등,순두부찌개,2024-05-07,N,N,10,경부선,4,4745,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,쫄깃한 우동면과 김치를 넣어 얼큰한 국물이 좋음,6500,"우동면. 건더기스프 5g 유부 10g 게맛말 5g 
김치 50g 쑥갓 5g 등",김치우동,2024-05-07,N,N,10,경부선,4,4750,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,옛날 추억의 도시락과 우동이 잘 어울림,10000,"우동면.건더기스프 10g 유부 50g  무말랭이 40g 고추장 멸치조림 40g
소세지 30g 계란 등",도시락유부우동세트,2024-05-07,N,N,10,경부선,4,4751,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,우동과 야채튀김 이 잘어울리고 국물맛이 좋음,6000,"야채튀김 60g 우동면. 건더기 스프 10g 게맛살 10g 쑥갓 5g 
유부 50g",야채튀김우동,2024-05-07,N,N,10,경부선,4,4752,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,우동과  찰떡 궁합 꼬치어묵을 넣어 국물맛이 시원함,6500,우동면. 꼬치어묵 80g .게맛살 10g 건더기스프 10g 쑥갓 5g,꼬치어묵우동,2024-05-07,N,Y,10,경부선,4,4753,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,신라면 + 김치를 넣어 국물이 시원 한 맛,5000,"신라면 . 김치 40g , 계란등",계란김치라면,2024-05-07,N,N,10,경부선,4,4757,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,신라면 + 떡,5000,신라면.쌀떡 40g  계란. 대파,계란떡라면,2024-05-07,N,N,10,경부선,4,4759,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
Y,"국내산 돈등심 을 12시간 포도즙으로 재워 만든 돈가스
입장 명물 거봉보도 즙으로 고기를 재워 고기가 부드럽고 좋음",10000,돈가스 패티. 양배추.토마토 . 돈가스 소스 . 스프 단무지,입장거봉포도 돈가스,2024-05-07,N,N,10,경부선,4,5503,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,휴게소 대표 라면,4000,,ex라면,2024-05-07,N,Y,10,경부선,4,7880,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,입장휴게소 대표메뉴 거봉포도 돈가스 에 치즈를 첨가한 돈가스,11000,,거봉포도치즈 돈가스,2024-05-07,N,Y,10,경부선,4,7886,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,휴게소 대표 메뉴 (22년ex푸드 선정) 식물성 재료만 넣어 깔끔하고 저렴한 대표 음식,7000,,두부콩고기된장찌개(실속상품/ex푸드),2024-05-07,N,N,10,경부선,4,7890,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"라면만 먹기엔 부족?  전국적으로 유명한 김밥 ~
라면,우동 과 같이~",5000,,충무김밥,2024-05-07,N,N,10,경부선,4,7895,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"신세계푸드 와 저희 케이알산업(입장휴게소)이 협업하여 만든 제품.
대중적인 메뉴를 추가 하였고 기존 육개장보다 조금 더 매운 맛을 냄",9000,소고기.고사리.파 무 등,육개장(호텔컬렉션),2024-05-07,N,N,10,경부선,4,12055,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"저희 휴게소 조리실장 추천메뉴
24년 입장휴게소 알뜰메뉴",7000,,사골우거지국(실속상품),2024-05-07,N,Y,10,경부선,4,12056,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"팜스코와 협업하여 신메뉴 출시
스트레스를 받지 않아 더 좋은 맛과 품질을 보장",10000,돼지고기 .파 .양파 등,동물복지 고추장돼지불고기 덮,2024-05-07,N,N,10,경부선,4,12060,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"팜스코와 협업하여 신메뉴 출시
스트레스를 받지 않아 더 좋은 맛과 품질",10000,돼지고기.파.양파 등,동물복지 간장돼지불고기 덮밥,2024-05-07,N,N,10,경부선,4,12061,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,추억의 김밥,5000,오징어.무말랭이.석박지,충무김밥,2024-05-07,N,N,10,경부선,4,12064,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,추억의 옛날 도시락,5000,계란.무말랭이.고추장멸치조리,옛날도시락,2024-05-07,N,N,10,경부선,4,12065,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,식사를 못하시는 고객님을 위한 포장 김밥입니다.,5000,무말랭이.오징어.석박지 등,충무김밥 포장용,2024-05-07,N,N,10,경부선,4,12066,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"입장휴게소 명품먹거리 매장 대표 메뉴
병천순대 맛집을 그대로 재현",9000,병천순대.돈내장.깍두기.김치 등,박순자 아우내순대 순대국밥,2024-05-07,N,N,10,경부선,4,12067,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"입장휴게소 명품먹거리 매장 대표 메뉴
병천순대 맛집을 그대로 재현",9000,순대.김치.깍두기 등,박순자아우내순대 순대만국밥,2024-05-07,N,N,10,경부선,4,12068,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"입장휴게소 명품먹거리 매장 대표 메뉴
병천순대 맛집을 그대로 재현",7000,순대.돈내장.김치.깍두기등.,박순자아우내순대 모듬순대(맛보기),2024-05-07,N,N,10,경부선,4,12069,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"입장휴게소 명품먹거리 매장 대표 메뉴
병천순대 맛집을 그대로 재현",14000,순대.돈내장.김치.깍두기등,박순자아우내순대 모듬순대,2024-05-07,N,N,10,경부선,4,12070,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,삼겹살을 맛있게 구워 넣은 김밥,6500,삼겹살.밥.김 등,삼겹살구이김밥,2024-05-07,N,N,10,경부선,4,12071,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"옛날잔치국수
부드러운 면과 여러 야채가 어울려 누구나 좋아하는 맛",7000,면.계란지단.당근.파 등,잔치국수,2024-05-07,N,N,10,경부선,4,12072,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,"김치와삼겹살을 볶아 맛있는 볶음밥 같은 맛
 매장에서 식사를 못하시는 고객을 위해 take-out 이 가능",6500,"삼겹살.김치.김,파 등",김치삼겹덮밥,2024-05-07,N,N,10,경부선,4,12075,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,매장에서 식사 못하시는 고객님을 위해 포장용 삼겹살김밥,6500,삽겹살.김. 당근 등,삼겹살김밥(포장용),2024-05-07,N,N,10,경부선,4,12077,11,입장거봉포도(서울)휴게소,충청남도 천안시 서북구 입장면연곡길 407
N,,10000,,뚝배기비빔밥,2024-05-07,Y,N,10,경부선,4,4031,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,9000,,장터국밥,2024-05-07,N,N,10,경부선,4,4032,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,8000,,전주비빔밥,2024-05-07,N,N,10,경부선,4,4033,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,8000,,콩나물국밥,2024-05-07,N,N,10,경부선,4,4034,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,9000,,해물순두부,2024-05-07,N,N,10,경부선,4,4035,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,8000,,순두부,2024-05-07,N,N,10,경부선,4,4037,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,"밥 한 공기를 뚝딱하게 만드는 얼큰한 국물맛이 일품~ 
돼지고기 김치찌개입니다. 
돼지고기와 김치가 맛있는 식사시간을 만든답니다.",9000,"찌개김치
   신김치 200g, 간마늘 10g, 고춧가루 10g, 쇠고기다시다 4g, 미원 2g, 식용유 2g
찌개육수
   사골육수 80㎖, 돼지고기 80g, 양파 16g, 대파 10g, 소금 1g, 후추가루 1g, 설탕 1g
부재료
   두부 30g, 탕파 8g
쌀밥 210g
반찬 (4종류, 계절에 따라 변경될 수 있음)",돼지김치찌개,2024-05-07,N,N,10,경부선,4,4041,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,8000,,소고기미역국,2024-05-07,N,N,10,경부선,4,4046,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
Y,,10000,,명품닭개장,2024-05-07,Y,Y,10,경부선,4,4051,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,6500,,옛날국수,2024-05-07,N,N,10,경부선,4,4053,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,8000,,옛날칼국수,2024-05-07,N,Y,10,경부선,4,4057,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,10000,,돈가스,2024-05-07,N,N,10,경부선,4,4058,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,12000,,치즈돈가스,2024-05-07,N,N,10,경부선,4,4059,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,9000,,생선가스,2024-05-07,N,N,10,경부선,4,4060,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,6000,,떡라면,2024-05-07,N,N,10,경부선,4,4065,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,진라면에 국물맛을 시원하게 하기 위해 황태와 콩나물을 넣고 잘 끓인 라면~,7000,"진라면, 황태, 콩나물",황태콩나물라면,2024-05-07,N,N,10,경부선,4,4067,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,7000,,꼬치어묵우동,2024-05-07,N,N,10,경부선,4,4068,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,6500,,유부우동,2024-05-07,N,N,10,경부선,4,4071,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,7500,,튀김우동,2024-05-07,N,N,10,경부선,4,4072,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,12000,,명품한우국밥,2024-05-07,Y,Y,10,경부선,4,7384,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,10000,,차돌된장찌개,2024-05-07,N,N,10,경부선,4,7386,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,10000,,신머이소고기쌀국수,2024-05-07,N,N,10,경부선,4,11046,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,10000,,신머이닭반마리쌀국수,2024-05-07,N,N,10,경부선,4,11047,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,12000,,신머이얼큰사파쌀국수,2024-05-07,N,N,10,경부선,4,11048,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,12000,,신머이)매콤소고기쌀국수,2024-05-07,N,N,10,경부선,4,11049,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,12000,,신머이매콤닭반마리쌀국수,2024-05-07,N,N,10,경부선,4,11050,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,6000,,신머이짜조,2024-05-07,N,N,10,경부선,4,11051,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,7000,,육개장(실속상품),2024-05-07,N,N,10,경부선,4,11088,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,충청남도 천안시 서북구 성거읍에서 매운탕 및 어탕으로 소문난 맛집으로 감칠맛 나는 어탕국물과 인심 후한 국수에 조합,10000,,지역맛집)어탕국수,2024-05-07,N,N,10,경부선,4,11089,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,9000,,우렁된장찌개,2024-05-07,N,N,10,경부선,4,12006,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,12000,,한우소머리국밥,2024-05-07,N,N,10,경부선,4,12007,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,10000,,제육덮밥,2024-05-07,N,N,10,경부선,4,12008,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,10000,,망향고기국밥,2024-05-07,N,N,10,경부선,4,12009,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,12000,,풍전육개장,2024-05-07,N,N,10,경부선,4,12010,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,,12000,,풍전해장국,2024-05-07,N,N,10,경부선,4,12011,13,망향(부산)휴게소,충남 천안시 성거읍요방리 121
N,"각종 나물과 우민찌, 그리고 호두가 고추장과 어우러진 휴게소 대표 비빔밥! 영양과 맛을 동시에 만족하실수 있습니다~",10000,,삼거리호두비빔밥,2024-05-07,N,Y,10,경부선,4,1194,15,천안삼거리(서울)휴게소,충남 천안시 구성동171
N,"천안의 명물인 천안호두과자~위생적인 HACCP 시스템에서 생산된 안전하고 맛있는 천안호두과자!!
선물용 12,000원  간식용 3,000원 / 6,000원
국내산 호두과자
선물용 10,000원  간식용 5,000원
슈크림 호두과자 (한정판매)
선물용 16,000원  간식용 4,500원 / 6,000원",12000,,선물용호두과자,2024-05-07,N,Y,10,경부선,4,1195,15,천안삼거리(서울)휴게소,충남 천안시 구성동171
N,인천차이나타운 유명 맛집 공화춘의 맛을 그대로 느낄 수 있는 명품 짬뽕,9500,,명가 짬뽕,2024-05-07,Y,Y,10,경부선,4,1198,15,천안삼거리(서울)휴게소,충남 천안시 구성동171
N,"담백하고 향긋한 저 지방 빵!! 
현장에서 직접 굽는 앤티앤스 프레즐~~",5400,,아몬드크림치즈스틱프레즐,2024-05-07,N,Y,10,경부선,4,1199,15,천안삼거리(서울)휴게소,충남 천안시 구성동171
Y,"- 기름에 볶은 밥에 닭고기를 기본 고명으로 올린 황해도 향토음식
- 해삼 고사리 도라지 등 신선한 야채와 계란지단을 올려
  고객에게 맛과 멋을 함께 제공하기 위한 노력
- 각종 반찬과 함께 고객에게 제공",11000,"닭고기, 김치, 해삼, 고사리, 도라지, 숙주나물, 표고버섯 등",해주비빔밥,2024-05-07,Y,Y,10,경부선,4,6387,15,천안삼거리(서울)휴게소,충남 천안시 구성동171
N,"전주 남부식 콩나물 국밥 그대로 판매
2층 완산골 매장",7500,,전주콩나물국밥(2층),2024-05-07,Y,N,10,경부선,4,1167,17,천안호두(부산)휴게소,충남 천안시 수신면신풍리 447-3
N,완산골 명가 대표음식! 떡갈비비빔밥,8000,,떡갈비비밤밥(2층),2024-05-07,N,Y,10,경부선,4,1232,17,천안호두(부산)휴게소,충남 천안시 수신면신풍리 447-3
N,BBQ돈까스 인기메뉴. 옛날 돈까스,11000,,옛날 돈까스,2024-05-07,Y,N,10,경부선,4,1819,17,천안호두(부산)휴게소,충남 천안시 수신면신풍리 447-3
Y,"병천 맛집 '박순자아우내순대' 휴게소 최초입점

2층 단독매장 운영 / 한옥 국밥매장 컨셉 인테리어 완비",9000,,박순자순대국밥(2층매장),2024-05-07,N,N,10,경부선,4,1820,17,천안호두(부산)휴게소,충남 천안시 수신면신풍리 447-3
